hpo_term_id,hpo_term_name,phecode,phecode_name
HP:0007968,Remnants of the hyaloid vascular system,379.2,Disorders of vitreous body
HP:0007971,Lamellar cataract,753.1,Congenital cataract and lens anomalies
HP:0007975,Hypometric horizontal saccades,378.2,Nystagmus and other irregular eye movements
HP:0007976,Cerulean cataract,753.1,Congenital cataract and lens anomalies
HP:0007979,Gaze-evoked horizontal nystagmus,378.2,Nystagmus and other irregular eye movements
HP:0007984,Electronegative electroretinogram,346,Abnormal findings on study of brain and/or nervous system
HP:0007985,Retinal arteriolar occlusion,362.4,Retinal vascular changes and abnomalities
HP:0007987,Progressive visual field defects,368.4,Visual field defects
HP:0007989,Intraretinal exudate,362,Other retinal disorders
HP:0007993,Malformed lacrimal ducts,375,Disorders of lacrimal system
HP:0007994,Peripheral visual field loss,368.4,Visual field defects
HP:0008000,Decreased corneal reflex,364,Corneal opacity and other disorders of cornea
HP:0008001,Foveal hyperpigmentation,362,Other retinal disorders
HP:0008002,Abnormality of macular pigmentation,362,Other retinal disorders
HP:0008003,Jerky ocular pursuit movements,378.2,Nystagmus and other irregular eye movements
HP:0008005,Congenital corneal dystrophy,364.5,Corneal dystrophy
HP:0008007,Primary congenital glaucoma,753,Congenital anomalies of the eye
HP:0008011,Peripheral opacification of the cornea,364.1,Corneal opacity
HP:0008020,Progressive cone degeneration,362.7,Hereditary retinal dystrophies
HP:0008028,Cystoid macular degeneration,362.23,Cystoid macular degeneration of retina
HP:0008031,Posterior Y-sutural cataract,366,Cataract
HP:0008035,Retinitis pigmentosa inversa,362,Other retinal disorders
HP:0008037,Absent anterior chamber of the eye,360.3,Hypotony of eye
HP:0008038,Aplastic/hypoplastic lacrimal glands,375,Disorders of lacrimal system
HP:0008041,Late onset congenital glaucoma,753,Congenital anomalies of the eye
HP:0008043,Retinal arteriolar constriction,362.4,Retinal vascular changes and abnomalities
HP:0008046,Abnormality of the retinal vasculature,362.4,Retinal vascular changes and abnomalities
HP:0008052,Retinal fold,362,Other retinal disorders
HP:0008064,Ichthyosis,691.1,Ichthyosis congenita
HP:0008066,Abnormal blistering of the skin,695.2,Bullous dermatoses
HP:0008069,Neoplasm of the skin,172,Skin cancer
HP:0008078,Thin metatarsal cortices,755.1,Congenital deformities of feet
HP:0008080,Hallux varus,735.2,Acquired toe deformities
HP:0008081,Pes valgus,755.1,Congenital deformities of feet
HP:0008082,Medial deviation of the foot,755.1,Congenital deformities of feet
HP:0008083,2nd-5th toe middle phalangeal hypoplasia,755.3,Congenital anomaly of fingers/toes
HP:0008087,Nonossified fifth metatarsal,755.1,Congenital deformities of feet
HP:0008089,Abnormality of the fifth metatarsal bone,755.1,Congenital deformities of feet
HP:0008090,Ankylosis of feet small joints,741.1,Ankylosis of joint
HP:0008096,Medially deviated second toe,755.3,Congenital anomaly of fingers/toes
HP:0008115,Clinodactyly of the 3rd toe,755.3,Congenital anomaly of fingers/toes
HP:0008119,Deformed tarsal bones,755.1,Congenital deformities of feet
HP:0008124,Talipes calcaneovarus,755.1,Congenital deformities of feet
HP:0008125,Second metatarsal posteriorly placed,755.1,Congenital deformities of feet
HP:0008131,Tarsal stippling,756.5,Congenital osteodystrophies
HP:0008132,Medial rotation of the medial malleolus,755.1,Congenital deformities of feet
HP:0008133,Distal tapering of metatarsals,755.1,Congenital deformities of feet
HP:0008138,Equinus calcaneus,755.1,Congenital deformities of feet
HP:0008148,Impaired epinephrine-induced platelet aggregation,287.4,Qualitative platelet defects
HP:0008151,Prolonged prothrombin time,286.9,Abnormal coagulation profile
HP:0008153,Periodic hypokalemic paresis,276.14,Hypopotassemia
HP:0008162,Asymptomatic hyperammonemia,270.21,Disorders of urea cycle metabolism
HP:0008169,Reduced factor VII activity,286.1,Congenital coagulation defects
HP:0008176,Neonatal unconjugated hyperbilirubinemia,656.8,Perinatal jaundice
HP:0008180,Mildly elevated creatine phosphokinase,573.9,Abnormal serum enzyme levels
HP:0008181,Abetalipoproteinemia,277.51,Lipoprotein disorders
HP:0008185,Precocious puberty in males,259.4,Precocious sexual development and puberty NEC
HP:0008186,Adrenocortical cytomegaly,255,Disorders of adrenal glands
HP:0008188,Thyroid dysgenesis,244.5,Congenital hypothyroidism
HP:0008191,Thyroid agenesis,244.5,Congenital hypothyroidism
HP:0008193,Primary gonadal insufficiency,257,Testicular dysfunction
HP:0008194,Multiple pancreatic beta-cell adenomas,211,Benign neoplasm of other parts of digestive system
HP:0008197,Absence of pubertal development,259.3,Delay in sexual development and puberty NEC
HP:0008198,Congenital hypoparathyroidism,252.2,Hypoparathyroidism
HP:0008200,Primary hyperparathyroidism,252.1,Hyperparathyroidism
HP:0008202,Prolactin deficiency,253.4,Anterior pituitary disorders
HP:0008204,Precocious puberty with Sertoli cell tumor,259.4,Precocious sexual development and puberty NEC
HP:0008205,Insulin-dependent but ketosis-resistant diabetes,250.1,Type 1 diabetes
HP:0008207,Primary adrenal insufficiency,255.2,Adrenal hypofunction
HP:0008208,Parathyroid hyperplasia,252.1,Hyperparathyroidism
HP:0008209,Premature ovarian insufficiency,627.5,Premature menopause and other ovarian failure
HP:0008213,Gonadotropin deficiency,257.1,Testicular hypofunction
HP:0008214,Decreased serum estradiol,256,Ovarian dysfunction
HP:0008216,Adrenal gland dysgenesis,759.1,"Anomalies of endocrine glands, congenital"
HP:0008221,Adrenal hyperplasia,255.3,Adrenogenital disorders
HP:0008222,Female infertility,626.8,"Infertility, female"
HP:0008223,Compensated hypothyroidism,244,Hypothyroidism
HP:0008225,Thyroid follicular hyperplasia,242.1,Graves' disease
HP:0008229,Thyroid lymphangiectasia,450,Noninfectious disorders of lymphatic channels
HP:0008237,Hypothalamic hypothyroidism,244.2,Acquired hypothyroidism
HP:0008239,Adrenal medullary hypoplasia,759.1,"Anomalies of endocrine glands, congenital"
HP:0008242,Pseudohypoaldosteronism,255,Disorders of adrenal glands
HP:0008244,Congenital adrenal hypoplasia,759.1,"Anomalies of endocrine glands, congenital"
HP:0008245,Pituitary hypothyroidism,244.2,Acquired hypothyroidism
HP:0008249,Thyroid hyperplasia,242.1,Graves' disease
HP:0008255,Transient neonatal diabetes mellitus,656.3,Endocrine and metabolic disturbances of fetus and newborn
HP:0008256,Adrenocortical adenoma,227.1,Benign neoplasm of adrenal gland
HP:0008258,Congenital adrenal hyperplasia,255.3,Adrenogenital disorders
HP:0008259,Adrenocorticotropin receptor defect,255.2,Adrenal hypofunction
HP:0008261,Pancreatic islet cell adenoma,211,Benign neoplasm of other parts of digestive system
HP:0008275,Abnormal light-adapted electroretinogram,346,Abnormal findings on study of brain and/or nervous system
HP:0008278,Cerebellar cortical atrophy,334.1,Spinocerebellar disease
HP:0008279,Transient hyperlipidemia,272.1,Hyperlipidemia
HP:0008281,Acute hyperammonemia,270.21,Disorders of urea cycle metabolism
HP:0008282,Unconjugated hyperbilirubinemia,277.4,Disorders of bilirubin excretion
HP:0008285,Transient hypophosphatemia,275.53,Disorders of phosphorus metabolism
HP:0008305,Exercise-induced myoglobinuria,598,Abnormal findings on examination of urine
HP:0008311,Spinal cord posterior columns myelin loss,341,Other demyelinating diseases of central nervous system
HP:0008315,Decreased plasma free carnitine,277.8,Carnitine deficiencies
HP:0008320,Impaired collagen-induced platelet aggregation,287.4,Qualitative platelet defects
HP:0008321,Reduced factor X activity,286.1,Congenital coagulation defects
HP:0008323,Abnormal light- and dark-adapted electroretinogram,346,Abnormal findings on study of brain and/or nervous system
HP:0008326,Vitamin B6 deficiency,261.2,Vitamin B-complex deficiencies
HP:0008330,Reduced von Willebrand factor activity,286.1,Congenital coagulation defects
HP:0008341,Distal renal tubular acidosis,588,Disorders resulting from impaired renal function
HP:0008348,Immunoglobulin IgG2 deficiency,279.1,Immunity deficiency
HP:0008357,Reduced factor XIII activity,286.1,Congenital coagulation defects
HP:0008362,Aplasia/Hypoplasia of the hallux,755.3,Congenital anomaly of fingers/toes
HP:0008363,Aplasia/Hypoplasia of the tarsal bones,755.1,Congenital deformities of feet
HP:0008366,Contractures involving the joints of the feet,739,Contracture of joint
HP:0008368,Tarsal synostosis,756.5,Congenital osteodystrophies
HP:0008373,Puberty and gonadal disorders,259,Other endocrine disorders
HP:0008386,Aplasia/Hypoplasia of the nails,755.3,Congenital anomaly of fingers/toes
HP:0008388,Abnormal toenail morphology,757,Congenital anomalies of the integument
HP:0008390,Recurrent loss of toenails and fingernails,703,"Diseases of nail, NOS"
HP:0008391,Dystrophic fingernails,703,"Diseases of nail, NOS"
HP:0008392,Subungual hyperkeratosis,703,"Diseases of nail, NOS"
HP:0008398,Hypoplastic fifth fingernail,703,"Diseases of nail, NOS"
HP:0008401,Onychogryposis of toenails,681.1,Cellulitis and abscess of fingers/toes
HP:0008404,Nail dystrophy,703,"Diseases of nail, NOS"
HP:0008410,Subungual hyperkeratotic fragments,703,"Diseases of nail, NOS"
HP:0008414,Lumbar kyphosis in infancy,737.1,Kyphosis (acquired)
HP:0008416,Six lumbar vertebrae,754,Congenital musculoskeletal deformities of spine
HP:0008419,Intervertebral disc degeneration,722.6,Degeneration of intervertebral disc
HP:0008428,Vertebral clefting,754,Congenital musculoskeletal deformities of spine
HP:0008438,Vertebral arch anomaly,754,Congenital musculoskeletal deformities of spine
HP:0008439,Lumbar hemivertebrae,754,Congenital musculoskeletal deformities of spine
HP:0008445,Cervical spinal canal stenosis,720,Spinal stenosis
HP:0008449,Progressive cervical vertebral spine fusion,754,Congenital musculoskeletal deformities of spine
HP:0008453,Congenital kyphoscoliosis,737.3,Kyphoscoliosis and scoliosis
HP:0008454,Lumbar kyphosis,737.1,Kyphosis (acquired)
HP:0008456,C2-C3 subluxation,720,Spinal stenosis
HP:0008458,Progressive congenital scoliosis,737.3,Kyphoscoliosis and scoliosis
HP:0008462,Cervical instability,742.9,Other derangement of joint
HP:0008467,Thoracic hemivertebrae,754,Congenital musculoskeletal deformities of spine
HP:0008478,Scheuermann-like vertebral changes,732.1,Juvenile osteochondrosis
HP:0008499,High hypermetropia,367.8,Hypermetropia
HP:0008501,Median cleft lip and palate,749.1,Cleft palate
HP:0008513,Bilateral conductive hearing impairment,389.2,Conductive hearing loss
HP:0008527,Congenital sensorineural hearing impairment,389.1,Sensorineural hearing loss
HP:0008542,Low-frequency hearing loss,389,Hearing loss
HP:0008551,Microtia,749,Congenital anomalies of face and neck
HP:0008555,Absent vestibular function,386,Vertiginous syndromes and other disorders of vestibular system
HP:0008569,"Microtia, second degree",749,Congenital anomalies of face and neck
HP:0008573,Low-frequency sensorineural hearing impairment,389.1,Sensorineural hearing loss
HP:0008587,Mild neurosensory hearing impairment,389.1,Sensorineural hearing loss
HP:0008596,Postlingual sensorineural hearing impairment,389.1,Sensorineural hearing loss
HP:0008606,Supraauricular pit,756.2,Pectus and other congenital anomalies of ribs/sternum
HP:0008607,Progressive conductive hearing impairment,389.2,Conductive hearing loss
HP:0008619,Bilateral sensorineural hearing impairment,389.1,Sensorineural hearing loss
HP:0008625,Severe sensorineural hearing impairment,389.1,Sensorineural hearing loss
HP:0008629,Pulsatile tinnitus,389.4,Tinnitus
HP:0008652,Autonomic erectile dysfunction,605,Erectile dysfunction [ED]
HP:0008653,Crescentic glomerulonephritis,580.1,Glomerulonephritis
HP:0008655,Aplasia/Hypoplasia of the fallopian tube,751.11,Congenital anomalies of female genital organs
HP:0008659,Multiple small medullary renal cysts,751.21,Cystic kidney disease
HP:0008660,Renotubular dysgenesis,751.21,Cystic kidney disease
HP:0008661,Urethral stenosis,597.1,Urethral stricture (not specified as infectious)
HP:0008663,Renal sarcoma,189.11,"Malignant neoplasm of kidney, except pelvis"
HP:0008665,Clitoral hypertrophy,623,Hypertrophy of female genital organs
HP:0008669,Abnormal spermatogenesis,609,Male infertility and abnormal spermatozoa
HP:0008672,Calcium oxalate nephrolithiasis,594,Urinary calculus
HP:0008676,Congenital megaureter,751.3,Obstructive genitourinary defect
HP:0008677,Congenital nephrotic syndrome,580,Nephritis; nephrosis; renal sclerosis
HP:0008678,Renal hypoplasia/aplasia,751.22,Other specified congenital anomalies of kidney
HP:0008682,Acute tubular necrosis,585.1,Acute renal failure
HP:0008687,Hypoplasia of the prostate,751.12,Congenital anomalies of male genital organs
HP:0008689,Bilateral cryptorchidism,751.12,Congenital anomalies of male genital organs
HP:0008697,Hypoplasia of the fallopian tube,751.11,Congenital anomalies of female genital organs
HP:0008706,Distal urethral duplication,751.2,Congenital anomalies of urinary system
HP:0008708,Partial development of the penile shaft,751.12,Congenital anomalies of male genital organs
HP:0008722,Urethral diverticulum,597,Other disorders of urethra and urinary tract
HP:0008724,Hypoplasia of the ovary,751.11,Congenital anomalies of female genital organs
HP:0008726,Hypoplasia of the vagina,751.11,Congenital anomalies of female genital organs
HP:0008730,"Female external genitalia in individual with 46,XY karyotype",751.11,Congenital anomalies of female genital organs
HP:0008733,Dysplastic testes,751.12,Congenital anomalies of male genital organs
HP:0008734,Decreased testicular size,751.1,Congenital anomalies of genital organs
HP:0008736,Hypoplasia of penis,751.12,Congenital anomalies of male genital organs
HP:0008739,Labial pseudohypertrophy,623,Hypertrophy of female genital organs
HP:0008740,Longitudinal vaginal septum,751.11,Congenital anomalies of female genital organs
HP:0008743,Coronal hypospadias,751.12,Congenital anomalies of male genital organs
HP:0008749,Laryngeal hypoplasia,748,"Anomalies of respiratory system, congenital"
HP:0008750,Laryngeal atresia,748,"Anomalies of respiratory system, congenital"
HP:0008751,Laryngeal cleft,748,"Anomalies of respiratory system, congenital"
HP:0008754,Laryngeal calcification,473,Diseases of the larynx and vocal cords
HP:0008755,Laryngotracheomalacia,479,Other upper respiratory disease
HP:0008757,Unilateral vocal cord paralysis,473.3,Paralysis/spasm of vocal cords or larynx
HP:0008760,Violent behavior,312,Conduct disorders
HP:0008762,Repetitive compulsive behavior,300.3,Obsessive-compulsive disorders
HP:0008765,Auditory hallucinations,292.6,Hallucinations
HP:0008770,Obsessive-compulsive trait,300.3,Obsessive-compulsive disorders
HP:0008780,Congenital bilateral hip dislocation,755.61,Congenital hip dysplasia and deformity
HP:0008800,Limited hip movement,741.2,Stiffness of joint
HP:0008802,Hypoplasia of the femoral head,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
HP:0008807,Acetabular dysplasia,756,Other congenital musculoskeletal anomalies
HP:0008817,Aplastic pubic bones,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
HP:0008822,Hypoplastic ischiopubic rami,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
HP:0008823,Hypoplastic inferior pubic rami,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
HP:0008839,Hypoplastic pelvis,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
HP:0008843,Hip osteoarthritis,740.1,Osteoarthritis; localized
